paperID,paper title,publish years,authors
2470394683,fully convolutional siamese networks for object tracking,2016-10-08,luca bertinetto;jack valmadre;joao f henriques;andrea vedaldi;philip h s torr
2470412537,sand semi supervised adaptive novel class detection and classification over data stream,2016-02-12,ahsanul haque;latifur khan;michael baron
2470475590,visual dynamics probabilistic future frame synthesis via cross convolutional networks,2016-01-01,tianfan xue;jiajun wu;katherine l bouman;bill freeman
2470909866,accumulated stability voting a robust descriptor from descriptors of multiple scales,2016-06-01,tsunyi yang;yenyu lin;yungyu chuang
2471099672,ranking health web pages with relevance and understandability,2016-07-07,joao r m palotti;lorraine goeuriot;guido zuccon;allan hanbury
2471149695,coupled generative adversarial networks,2016-01-01,mingyu liu;oncel tuzel
2471266778,progressive prioritized multi view stereo,2016-06-01,alex locher;michal perdoch;luc van gool
2471695703,online detection and classification of dynamic hand gestures with recurrent 3d convolutional neural networks,2016-06-01,pavlo molchanov;xiaodong yang;shalini gupta;kihwan kim;stephen tyree;jan kautz
2471788989,balancing relevance criteria through multi objective optimization,2016-07-07,joost van doorn;daan odijk;diederik m roijers;maarten de rijke
2472015969,using spatial order to boost the elimination of incorrect feature matches,2016-06-01,lior talker;yael moses;ilan shimshoni
2472272718,recurrent attention models for depth based person identification,2016-06-01,albert haque;alexandre alahi;li feifei
2472358061,ancestral causal inference,2016-01-01,sara magliacane;tom claassen;joris m mooij
2472664678,cold start collaborative filtering,2016-06-27,xiaoxue zhao
2473021150,adios architectures deep in output space,2016-06-19,moustapha cisse;maruan alshedivat;samy bengio
2473316782,experimental design on a budget for sparse linear models and applications,2016-06-19,sathya n ravi;vamsi k ithapu;sterling c johnson;vikas singh
2473408052,temporal information retrieval,2016-07-07,nattiya kanhabua;avishek anand
2473634362,robust 3d hand pose estimation in single depth images from single view cnn to multi view cnns,2016-06-01,liuhao ge;hui liang;junsong yuan;daniel thalmann
2473930607,learning without forgetting,2017-01-01,zhizhong li;derek hoiem
2473934411,recurrent highway networks,2016-01-01,julian g zilly;rupesh kumar srivastava;jan koutnik;jurgen schmidhuber
2473944667,registering retinal vessel images from local to global via multiscale and multicycle features,2016-06-01,haiyong zheng;lin chang;tengda wei;xinxin qiu;ping lin;yangfan wang
2474015332,globally optimal manhattan frame estimation in real time,2016-06-01,kyungdon joo;taehyun oh;junsik kim;in so kweon
2474081654,deep learning for information retrieval,2016-07-07,hang li;zhengdong lu
2474281075,direct sparse odometry,2018-03-01,jakob engel;vladlen koltun;daniel cremers
2474301443,why would you recommend me that,2016-06-26,aish fenton
2475089067,opponent modeling in deep reinforcement learning,2016-06-19,he he;jordan l boydgraber;kevin kwok;hal daume
2475094479,interactive segmentation on rgbd images via cue selection,2016-06-01,jie feng;brian l price;scott cohen;shihfu chang
2475284720,similarity learning with spatial constraints for person re identification,2016-06-01,dapeng chen;zejian yuan;badong chen;nanning zheng
2475287302,image style transfer using convolutional neural networks,2016-06-01,leon a gatys;alexander s ecker;matthias bethge
2475611006,exponential family embeddings,2016-01-01,maja r rudolph;francisco j r ruiz;stephan mandt;david m blei
2475832370,causal learnability,2011-07-16,loizos michael
2476548250,real time single image and video super resolution using an efficient sub pixel convolutional neural network,2016-06-01,wenzhe shi;jose caballero;ferenc huszar;johannes totz;andrew p aitken;rob bishop;daniel rueckert;zehan wang
2477205648,connectionist temporal modeling for weakly supervised action labeling,2016-10-08,dean huang;li feifei;juan carlos niebles
2478090196,deep learning the city quantifying urban perception at a global scale,2016-10-08,abhimanyu dubey;nikhil naik;devi parikh;ramesh raskar;cesar a hidalgo
2478454054,deep reconstruction classification networks for unsupervised domain adaptation,2016-10-08,muhammad ghifary;w bastiaan kleijn;mengjie zhang;david balduzzi;wen li
2478820856,deeplanes end to end lane position estimation using deep neural networks,2016-06-01,alexandru mihai gurghian;tejaswi koduri;smita vinayak bailur;kyle j carey;vidya n murali
2479919622,localizing and orienting street views using overhead imagery,2016-10-08,nam n vo;james hays
2480004914,the malmo platform for artificial intelligence experimentation,2016-07-09,matthew johnson;katja hofmann;tim hutton;david bignell
2481240925,deep visual semantic alignments for generating image descriptions,2017-04-01,andrej karpathy;li feifei
2481270378,a novel nonparametric maximum likelihood estimator for probability density functions,2017-07-01,rahul agarwal;zhe chen;sridevi v sarma
2483053363,structure blind signal recovery,2016-01-01,dmitry ostrovsky;zaid harchaoui;anatoli juditsky;arkadi nemirovski
2483076098,convolutional oriented boundaries,2016-10-08,keviskokitsi maninis;jordi ponttuset;pablo arbelaez;luc van gool;luc van gool
2483215953,man is to computer programmer as woman is to homemaker debiasing word embeddings,2016-12-05,tolga bolukbasi;kaiwei chang;james zou;venkatesh saligrama;adam tauman kalai
2484611686,ontological pathfinding,2016-06-26,yang chen;s goldberg;daisy zhe wang;soumitra siddharth johri
2489434015,modeling context in referring expressions,2016-10-08,licheng yu;patrick poirson;shan yang;alexander c berg;tamara l berg
2490532220,non planar infrared visible registration for uncalibrated stereo pairs,2016-06-01,dinhluan nguyen;pierreluc stcharles;guillaumealexandre bilodeau
2490986620,de conflated semantic representations,2016-01-01,mohammad taher pilehvar;nigel collier
2492453417,the artificial intelligence,2010-01-05,stuart j russell;peter norvig
2492590231,distributed data deduplication,2016-07-01,xu chu;ihab f ilyas;paraschos koutris
2492899067,low rank matrix factorization under general mixture noise distributions,2015-12-01,xiangyong cao;yang chen;qian zhao;deyu meng;yao wang;dong wang;zongben xu
2493181180,sketch a net a deep neural network that beats humans,2017-05-01,qian yu;yongxin yang;feng liu;yizhe song;tao xiang;timothy m hospedales
2493473614,robsut wrod reocginiton via semi character recurrent neural network,2016-01-01,keisuke sakaguchi;kevin duh;matt post;benjamin van durme
2493777449,association rule hiding for privacy preserving data mining,2016-07-18,shyma mogtaba;eiman kambal
2494566063,streaming recommender systems,2017-04-03,shiyu chang;yang zhang;jiliang tang;dawei yin;yi chang;mark hasegawajohnson;thomas s huang
2495603374,multi view 3d models from single images with a convolutional network,2016-10-08,maxim tatarchenko;alexey dosovitskiy;thomas brox
2496642402,collaborative hashing,2014-06-23,xianglong liu;junfeng he;cheng deng;bo lang
2497040301,making sense of word embeddings,2016-01-01,maria pelevina;nikolay arefiev;chris biemann;alexander panchenko
2498335660,monocular long term target following on uavs,2016-06-01,rui li;minjian pang;cong zhao;guyue zhou;lu fang
2499133876,a novel visualization tool for evaluating the accuracy of 3d sensing and reconstruction algorithms for automatic dormant pruning applications,2016-06-01,fangda li;somrita chattopadhyay;shayan a akbar;noha m elfiky;avinash c kak
2499554887,end to end localization and ranking for relative attributes,2016-10-08,krishna kumar singh;yong jae lee
2501188595,deep features or not temperature and time prediction in outdoor scenes,2016-06-01,anna volokitin;radu timofte;luc van gool
2501995758,accelerating eulerian fluid simulation with convolutional networks,2016-01-01,jonathan tompson;kristofer schlachter;pablo sprechmann;ken perlin
2503339013,accelerating the super resolution convolutional neural network,2016-10-08,chao dong;chen change loy;xiaoou tang
2505589421,real time intensity image reconstruction for event cameras using manifold regularisation,2018-07-04,christian reinbacher;gottfried graber;thomas pock
2505972586,higher order factorization machines,2016-01-01,mathieu blondel;akinori fujino;naonori ueda;masakazu ishihata
2506002486,stable invitations,2015-01-25,hooyeon lee;yoav shoahm
2507235960,deep cascaded bi network for face hallucination,2016-10-08,shizhan zhu;sifei liu;sifei liu;chen change loy;chen change loy;xiaoou tang;xiaoou tang
2507324087,predicting the popularity of news articles,2016-06-30,yaser keneshloo;shuguang wang;euihong sam han;naren ramakrishnan
2507435689,unsupervised authorial clustering based on syntactic structure,2016-01-01,alon daks;aidan clark
2507537540,alto active learning with topic overviews for speeding label induction and document labeling,2016-01-01,forough poursabzisangdeh;jordan l boydgraber;leah findlater;kevin d seppi
2507551188,business applications of predictive modeling at scale,2016-08-13,qiang zhu;songtao guo;paul t ogilvie;yan liu
2507756961,pointer networks,2015-12-07,oriol vinyals;meire fortunato;navdeep jaitly
2507921776,semigeometric tiling of event sequences,2016-09-19,andreas henelius;isak karlsson;panagiotis papapetrou;antti ukkonen;kai puolamaki
2508429489,long term recurrent convolutional networks for visual recognition and description,2017-04-01,jeff donahue;lisa anne hendricks;marcus rohrbach;subhashini venugopalan;sergio guadarrama;kate saenko;trevor darrell
2508469583,profiling the linked open data,2015-01-01,blerina spahiu
2508704000,modelling interactions in high dimensional data with backtracking,2016-01-01,rajen dinesh shah
2508741746,laplacian pyramid reconstruction and refinement for semantic segmentation,2016-10-08,golnaz ghiasi;charless c fowlkes
2508756538,deepwarp photorealistic image resynthesis for gaze manipulation,2016-10-08,yaroslav ganin;daniil kononenko;diana sungatullina;victor s lempitsky
2508807458,iot big data stream mining,2016-08-13,gianmarco de francisci morales;albert bifet;latifur khan;joao gama;wei fan
2509133610,the more antecedents the merrier resolving multi antecedent anaphors,2016-01-01,hardik vala;andrew piper;derek ruths
2509437949,deep learning games,2016-12-05,dale schuurmans;martin zinkevich
2510185399,spatio temporal lstm with trust gates for 3d human action recognition,2016-10-08,jun liu;amir shahroudy;dong xu;gang wang
2510282234,a unified view of multi label performance measures,2016-01-01,xizhu wu;zhihua zhou
2510319118,argumentative texts and clause types,2016-01-01,maria becker;alexis palmer;anette frank
2510447297,measuring the stability of feature selection,2016-09-19,sarah nogueira;gavin brown
2510535358,feature driven and point process approaches for popularity prediction,2016-10-24,swapnil mishra;marianandrei rizoiu;lexing xie
2510582472,3 d density kernel estimation for counting in microscopy image volumes using 3 d image filters and random decision trees,2016-10-08,dominic waithe;martin hailstone;mukesh kumar lalwani;richard m parton;lu yang;roger patient;christian eggeling;ilan davis
2510641448,suggestion mining from opinionated text,2016-01-01,sapna negi
2510842514,hierarchical multiscale recurrent neural networks,2017-04-24,junyoung chung;sungjin ahn;yoshua bengio
2510850936,medical image denoising using convolutional denoising autoencoders,2016-12-01,lovedeep gondara
2511050325,machine learning and knowledge discovery in databases,2016-01-01,bettina berendt;bjorn bringmann;elisa fromont;gemma c garriga;pauli miettinen;nikolai tatti;volker tresp
2511055194,transactional tree mining,2016-09-19,mostafa haghir chehreghani;morteza haghir chehreghani
2511131004,domain separation networks,2016-12-05,konstantinos bousmalis;george trigeorgis;nathan silberman;dilip krishnan;dumitru erhan
2511156424,using sequence similarity networks to identify partial cognates in multilingual wordlists,2016-01-01,johannmattis list;philippe lopez;eric bapteste
2511171064,title generation for user generated videos,2016-10-08,kuohao zeng;tsenghung chen;juan carlos niebles;min sun
2511186734,jclal a java framework for active learning,2016-01-01,oscar reyes;eduardo perez;maria del carmen rodriguezhernandez;habib m fardoun;sebastian ventura
2511293740,competing schedulers,2010-07-11,itai ashlagi;moshe tennenholtz;aviv zohar
2511502099,fashion landmark detection in the wild,2016-10-08,ziwei liu;sijie yan;ping luo;xiaogang wang;xiaoou tang
2511730936,densely connected convolutional networks,2017-07-01,gao huang;zhuang liu;laurens van der maaten;kilian q weinberger
2511837229,stein variational gradient descent a general purpose bayesian inference algorithm,2016-01-01,qiang liu;dilin wang
2511960763,latent tree language model,2016-01-01,tomas brychcin
2512449549,minimizing legal exposure of high tech companies through collaborative filtering methods,2016-08-13,bo jin;chao che;kuifei yu;yue qu;li guo;cuili yao;ruiyun yu;qiang zhang
2512803856,accelerating stochastic composition optimization,2017-01-01,mengdi wang;ji liu;ethan x fang
2513016193,towards cross lingual distributed representations without parallel text trained with adversarial autoencoders,2016-01-01,antonio barone
2513114123,streaming analytics,2016-08-13,ashish gupta;neera agarwal
2513115174,fast randomized singular value thresholding for low rank optimization,2018-02-01,taehyun oh;yasuyuki matsushita;yuwing tai;in so kweon
2513211991,a search based dynamic reranking model for dependency parsing,2016-01-01,hao zhou;yue zhang;shujian huang;junsheng zhou;xinyu dai;jiajun chen
2513234781,m zoom fast dense block detection in tensors with quality guarantees,2016-09-19,kijung shin;bryan hooi;christos faloutsos
2513276162,learning word importance with the neural bag of words model,2016-01-01,imran a sheikh;irina illina;dominique fohr;georges linares
2513463608,asynchronous feature extraction for large scale linear predictors,2016-09-19,shin matsushima
2513491952,local binary convolutional neural networks,2017-07-01,felix juefeixu;vishnu naresh boddeti;marios savvides
2513699236,don t count predict an automatic approach to learning sentiment lexicons for short text,2016-01-01,duy tin vo;yue zhang
2513928851,factorized convolutional neural networks,2017-10-01,min wang;baoyuan liu;hassan foroosh
2514081435,a machine learning based forwarding algorithm over cognitive radios in wireless mesh networks,2016-08-27,jianjun yang;ju shen;ping guo;bryson r payne;tongquan wei
2514262209,learning temporal transformations from time lapse videos,2016-10-08,yipin zhou;tamara l berg
2514525802,crime rate inference with big data,2016-08-13,hongjian wang;daniel kifer;corina graif;zhenhui li
2515040851,linear and kernel classification when to use which,2016-06-30,hsinyuan huang;chihjen lin
2515184405,identifying earmarks in congressional bills,2016-08-13,ellery wulczyn;madian khabsa;vrushank vora;matthew heston;joe walsh;christopher r berry;rayid ghani
2515244492,time and again,2016-09-19,stephan spiegel;norbert marwan
2515245331,maximum margin dirichlet process mixtures for clustering,2016-02-12,gang chen;haiying zhang;caiming xiong
2515281457,detecting visually relevant sentences for fine grained classification,2016-01-01,olivia winn;madhavan kavanur kidambi;smaranda muresan
2515350412,bayesian learning of dynamic multilayer networks,2017-01-01,daniele durante;nabanita mukherjee;rebecca c steorts
2515385951,pruning filters for efficient convnets,2017-04-24,hao li;asim kadav;igor durdanovic;hanan samet;hans peter graf
2515505748,convolutional neural networks for steady flow approximation,2016-08-13,xiaoxiao guo;wei li;francesco iorio
2515934844,building a bagpipe with a bag and a pipe exploring conceptual combination in vision,2016-01-01,sandro pezzelle;ravi shekhar;raffaella bernardi
2516022040,document level sentiment inference with social faction and discourse context,2016-01-01,eunsol choi;hannah rashkin;luke zettlemoyer;yejin choi
2516038988,full resolution image compression with recurrent neural networks,2017-07-01,george toderici;damien vincent;nick johnston;sung jin hwang;david minnen;joel shor;michele covell
2516114310,clockwork convnets for video semantic segmentation,2016-10-08,evan shelhamer;kate rakelly;judy hoffman;trevor darrell
2516196286,attention over attention neural networks for reading comprehension,2017-01-01,yiming cui;zhipeng chen;si wei;shijin wang;ting liu;guoping hu
2516200644,e pal an active learning approach to the multi objective optimization problem,2016-01-01,marcela zuluaga;andreas krause;markus puschel
2516287206,convexified convolutional neural networks,2016-01-01,yuchen zhang;percy liang;martin j wainwright
2516580127,cliquecnn deep unsupervised exemplar learning,2016-01-01,miguel angel bautista;artsiom sanakoyeu;ekaterina tikhoncheva;bjorn ommer
2516588439,coarse grained argumentation features for scoring persuasive essays,2016-01-01,debanjan ghosh;aquila khanam;yubo han;smaranda muresan
2516591743,decoupled neural interfaces using synthetic gradients,2016-01-01,max jaderberg;wojciech marian czarnecki;simon osindero;oriol vinyals;alex graves;david silver;koray kavukcuoglu
2516930406,machine comprehension using match lstm and answer pointer,2017-04-24,shuohang wang;jing jiang
2517032322,viral marketing 2 0,2016-07-01,laks v s lakshmanan
2517064749,unrealcv connecting computer vision to unreal engine,2016-10-08,weichao qiu;alan l yuille
2517259736,retain an interpretable predictive model for healthcare using reverse time attention mechanism,2016-01-01,edward choi;mohammad taha bahadori;jimeng sun;joshua kulas;andy schuetz;walter f stewart
2517797371,a recurrent encoder decoder network for sequential face alignment,2016-10-08,xi peng;rogerio schmidt feris;xiaoyu wang;dimitris n metaxas
2518770889,kernelized subspace ranking for saliency detection,2016-10-08,tiantian wang;lihe zhang;huchuan lu;chong sun;jinqing qi
2518775244,salient deconvolutional networks,2016-10-08,aravindh mahendran;andrea vedaldi
2518810941,deep automatic portrait matting,2016-10-08,xiaoyong shen;xin tao;hongyun gao;chao zhou;jiaya jia
2518869836,taxonomy regularized semantic deep convolutional neural networks,2016-10-08,wonjoon goo;juyong kim;gunhee kim;sung ju hwang
2518874898,semantic co segmentation in videos,2016-10-08,yihsuan tsai;guangyu zhong;guangyu zhong;minghsuan yang
2518952733,towards semantic fast forward and stabilized egocentric videos,2016-10-08,michel melo silva;washington luis souza ramos;joao pedro klock ferreira;mario fernando montenegro campos;erickson r nascimento
2518965973,human pose estimation via convolutional part heatmap regression,2016-10-08,adrian bulat;georgios tzimiropoulos
2519165240,semantic representation,2015-01-25,lenhart k schubert
2519284461,contextlocnet context aware deep network models for weakly supervised localization,2016-10-08,vadim kantorov;maxime oquab;minsu cho;ivan laptev
2519314406,efficient softmax approximation for gpus,2017-04-24,edouard grave;armand joulin;moustapha cisse;david grangier;herve jegou
2519362791,cdt cooperative detection and tracking for tracing multiple objects in video sequences,2016-10-08,han ul kim;chang su kim
2519373937,learning recursive filters for low level vision via a hybrid neural network,2016-10-08,sifei liu;jinshan pan;jinshan pan;minghsuan yang
2519384515,shading aware multi view stereo,2016-10-08,fabian langguth;kalyan sunkavalli;sunil hadap;michael goesele
2519397578,transfer neural trees for heterogeneous domain adaptation,2016-10-08,weiyu chen;weiyu chen;tzuming harry hsu;yaohung hubert tsai;yuchiang frank wang;mingsyan chen
2519430864,discrete variational autoencoders,2017-04-24,jason tyler rolfe
2519481857,single image dehazing via multi scale convolutional neural networks,2016-10-08,wenqi ren;wenqi ren;si liu;hua zhang;jinshan pan;xiaochun cao;minghsuan yang
2519518809,depth aware motion magnification,2016-10-08,julian f p kooij;julian f p kooij;jan c van gemert
2519571209,pose estimation errors the ultimate diagnosis,2016-10-08,carolina redondocabrera;roberto javier lopezsastre;yu xiang;tinne tuytelaars;silvio savarese
2519655882,making deep neural networks robust to label noise a loss correction approach,2017-07-01,giorgio patrini;alessandro rozza;aditya krishna menon;richard nock;lizhen qu
2519683295,pixelwise view selection for unstructured multi view stereo,2016-10-08,johannes l schonberger;enliang zheng;jan michael frahm;marc pollefeys;marc pollefeys
2519788000,hfs hierarchical feature selection for efficient image segmentation,2016-10-08,mingming cheng;yun liu;qibin hou;jiawang bian;philip h s torr;shimin hu;zhuowen tu
2519812174,partial linearization based optimization for multi class svm,2016-10-08,pritish mohapatra;puneet kumar dokania;c v jawahar;m pawan kumar
2519818067,detecting text in natural image with connectionist text proposal network,2016-10-08,zhi tian;weilin huang;weilin huang;tong he;pan he;yu qiao;yu qiao
2519822546,real time monocular segmentation and pose tracking of multiple objects,2016-10-08,henning tjaden;ulrich schwanecke;elmar schomer
2519823314,manhattan world urban reconstruction from point clouds,2016-10-08,minglei li;minglei li;peter wonka;liangliang nan
2519911873,fast global registration,2016-10-08,qianyi zhou;jaesik park;vladlen koltun
2520134279,knowledge base exchange,2016-09-01,marcelo arenas;elena botoeva;diego calvanese;vladislav ryzhikov
2520164769,image restoration using very deep convolutional encoder decoder networks with symmetric skip connections,2016-01-01,xiaojiao mao;chunhua shen;yubin yang
2520179930,sdf 2 sdf highly accurate 3d object reconstruction,2016-10-08,miroslava slavcheva;miroslava slavcheva;wadim kehl;nassir navab;slobodan ilic;slobodan ilic
2520293138,natural image stitching with the global similarity prior,2016-10-08,yusheng chen;yungyu chuang
2520322935,depth map super resolution by deep multi scale guidance,2016-10-08,takwai hui;chen change loy;chen change loy;xiaoou tang;xiaoou tang
2520331172,joint face alignment and 3d face reconstruction,2016-10-08,feng liu;dan zeng;qijun zhao;xiaoming liu
2520377600,generic 3d representation via pose estimation and matching,2016-10-08,amir roshan zamir;tilman wekel;pulkit agrawal;colin wei;jitendra malik;silvio savarese
2520477759,discriminative scale space tracking,2017-08-01,martin danelljan;gustav hager;fahad shahbaz khan;michael felsberg
2520525508,all around depth from small motion with a spherical panoramic camera,2016-10-08,sunghoon im;hyowon ha;francois rameau;haegon jeon;gyeongmin choe;in so kweon
2520535599,branching path following for graph matching,2016-10-08,tao wang;haibin ling;congyan lang;jun wu
2520592772,when is rotations averaging hard,2016-10-08,kyle wilson;kyle wilson;david bindel;noah snavely;noah snavely
2520696072,linear depth estimation from an uncalibrated monocular polarisation image,2016-10-08,william a p smith;ravi ramamoorthi;silvia tozza
2520707372,unsupervised monocular depth estimation with left right consistency,2017-07-01,clement godard;oisin mac aodha;gabriel j brostow
2520707650,generating videos with scene dynamics,2016-01-01,carl vondrick;hamed pirsiavash;antonio torralba
2520723410,counting in the wild,2016-10-08,carlos arteta;victor s lempitsky;andrew zisserman
2520774990,a discriminative feature learning approach for deep face recognition,2016-10-08,yandong wen;kaipeng zhang;zhifeng li;yu qiao
2520808298,deep joint image filtering,2016-10-08,yijun li;jiabin huang;narendra ahuja;minghsuan yang
2520852214,globally continuous and non markovian crowd activity analysis from videos,2016-10-08,he wang;he wang;carol o sullivan;carol o sullivan
2520857446,the art of detection,2016-10-08,elliot j crowley;andrew zisserman
2521028896,energy based generative adversarial networks,2017-04-24,junbo jake zhao;michael mathieu;yann lecun
2521201813,adagio fast data aware near isometric linear embeddings,2016-12-01,jaroslaw blasiok;charalampos e tsourakakis
2521441617,multi level semantic labelling of numerical values,2016-10-17,sebastian neumaier;jurgen umbrich;josiane xavier parreira;axel polleres
2521500513,the lrp toolbox for artificial neural networks,2016-01-01,sebastian lapuschkin;alexander binder;gregoire montavon;klaus robert muller;wojciech samek
2521672687,column networks for collective classification,2017-01-01,trang pham;truyen tran;dinh q phung;svetha venkatesh
2522576347,food food in open data,2016-10-17,silvio peroni;giorgia lodi;luigi asprino;aldo gangemi;valentina presutti
2522578306,deep impression audiovisual deep residual networks for multimodal apparent personality trait recognition,2016-10-08,yagmur gucluturk;umut guclu;marcel a j van gerven;rob van lier
2522800861,linked disambiguated distributional semantic networks,2016-10-17,stefano faralli;alexander panchenko;chris biemann;simone paolo ponzetto
2522934936,zika virus infection,2016-07-11,i b yershova;t f osypova
2523060838,on large batch training for deep learning generalization gap and sharp minima,2017-04-24,nitish shirish keskar;dheevatsa mudigere;jorge nocedal;mikhail smelyanskiy;ping tak peter tang
2523469089,seqgan sequence generative adversarial nets with policy gradient,2016-01-01,lantao yu;weinan zhang;jun wang;yong yu
2523714292,photo realistic single image super resolution using a generative adversarial network,2017-07-01,christian ledig;lucas theis;ferenc huszar;jose caballero;andrew cunningham;alejandro acosta;andrew p aitken;alykhan tejani;johannes totz;zehan wang;wenzhe shi
2523717353,text simplification for children,2010-01-01,jan de belder;mariefrancine moens
2524570426,top n recommendation on graphs,2016-10-24,zhao kang;chong peng;ming yang;qiang cheng
2524638710,fusing similarity models with markov chains for sparse sequential recommendation,2016-12-01,ruining he;julian mcauley
2525332836,pointer sentinel mixture models,2017-04-24,stephen merity;caiming xiong;james bradbury;richard socher
2525579820,aaai conference on artificial intelligence,2011-01-01,eirini kaldeli;alexander lazovik;marco aiello
2525734268,unsupervised neural hidden markov models,2016-01-01,ke m tran;yonatan bisk;ashish vaswani;daniel marcu;kevin knight
2525763657,cut tree construction from massive graphs,2016-12-01,takuya akiba;yoichi iwata;yosuke sameshima;naoto mizuno;yosuke yano
2525954470,input convex neural networks,2016-01-01,brandon amos;lei xu;j zico kolter
2526075485,sparse representation based open set recognition,2017-08-01,he zhang;vishal m patel
2526174222,image embodied knowledge representation learning,2017-08-01,ruobing xie;zhiyuan liu;huanbo luan;maosong sun
2526354482,an investigation of recurrent neural architectures for drug name recognition,2016-01-01,raghavendra chalapathy;ehsan zare borzeshi;massimo piccardi
2526547295,languages for mining and learning,2015-07-18,luc de raedt
2526662185,incorporating relation paths in neural relation extraction,2017-01-01,wenyuan zeng;yankai lin;zhiyuan liu;maosong sun
2526726692,scalable discrete supervised hash learning with asymmetric matrix factorization,2016-12-01,shifeng zhang;jianmin li;jinma guo;bo zhang
2527012259,scenic routes now efficiently solving the time dependent arc orienteering problem,2017-11-06,ying lu;gregor josse;tobias emrich;ugur demiryurek;matthias renz;cyrus shahabi;matthias schubert
2527467788,emoji2vec learning emoji representations from their description,2016-01-01,ben eisner;tim rocktaschel;isabelle augenstein;matko bosnjak;sebastian riedel
2527928270,neural based noise filtering from word embeddings,2016-01-01,kim anh nguyen;sabine schulte im walde;ngoc thang vu
2528051032,asynchronous multi task learning,2016-12-01,inci m baytas;ming yan;anil k jain;jiayu zhou
2528144785,multiple kernel k means clustering with matrix induced regularization,2016-02-12,xinwang liu;yong dou;jianping yin;lei wang;en zhu
2529272619,creating summaries from user videos,2014-09-06,michael gygli;helmut grabner;hayko riemenschneider;luc van gool;luc van gool
2529448179,structured inference networks for nonlinear state space models,2017-01-01,rahul g krishnan;uri shalit;david sontag
2529769424,video pixel networks,2016-01-01,nal kalchbrenner;aaron van den oord;karen simonyan;ivo danihelka;oriol vinyals;alex graves;koray kavukcuoglu
2529970985,bayesian tensor regression,2017-01-01,rajarshi guhaniyogi;shaan qamar;david b dunson
2530372461,learning what and where to draw,2016-01-01,scott e reed;zeynep akata;santosh mohan;samuel tenka;bernt schiele;honglak lee
2530395818,equality of opportunity in supervised learning,2016-01-01,moritz hardt;eric price;nathan srebro
2530816535,temporal ensembling for semi supervised learning,2017-04-24,samuli laine;timo aila
2530823353,a greedy approach for budgeted maximum inner product search,2017-01-01,hsiangfu yu;chojui hsieh;qi lei;inderjit s dhillon
2530982843,modelling sentence pairs with tree structured attentive encoder,2016-01-01,yao zhou;cong liu;yan pan
2531327146,a baseline for detecting misclassified and out of distribution examples in neural networks,2017-04-24,dan hendrycks;kevin gimpel
2531409750,xception deep learning with depthwise separable convolutions,2017-07-01,francois chollet
2531425418,deep pyramidal residual networks,2017-07-01,dongyoon han;jiwhan kim;junmo kim
2532034655,hadamard product for low rank bilinear pooling,2017-04-24,jinhwa kim;kyoung woon on;woosang lim;jeonghee kim;jungwoo ha;byoungtak zhang
2532227130,recommendations for streaming data,2016-10-24,karthik subbian;charu c aggarwal;kshiteesh hegde
2532280165,cyberrank knowledge elicitation for risk assessment of database security,2016-10-24,hagit cohen;oded sofer;ofer biller;bracha shapira;lior rokach
2532579422,a simple algorithm for computing nash equilibria in incomplete information games,2016-12-05,elvis dohmatob
2532610538,measuring metrics,2016-10-24,pavel dmitriev;xian wu
2532619792,arbitrary arrow update logic,2017-01-01,hans van ditmarsch;wiebe van der hoek;barteld kooi;louwe b kuijer
2532807140,pre translation for neural machine translation,2016-01-01,jan niehues;eunah cho;thanhle ha;alex waibel
2532931541,a theme rewriting approach for generating algebra word problems,2016-01-01,rik koncelkedziorski;ioannis konstas;luke zettlemoyer;hannaneh hajishirzi
2533110648,efficient computation of importance based communities in web scale networks using a single machine,2016-10-24,shu chen;ran wei;diana popova;alex thomo
2534071615,scalable local recoding anonymization using locality sensitive hashing for big data privacy preservation,2016-10-24,xuyun zhang;christopher leckie;wanchun dou;jinjun chen;ramamohanarao kotagiri;zoran salcic
2534159769,modeling scalability of distributed machine learning,2017-04-01,alexander ulanov;andrey simanovsky;manish marwah
2534189265,user response learning for directly optimizing campaign performance in display advertising,2016-10-24,kan ren;weinan zhang;yifei rong;haifeng zhang;yong yu;jun wang
2534209241,active zero shot learning,2016-10-24,sihong xie;shaoxiong wang;philip s yu
2535178740,incremental ensemble classifier addressing non stationary fast data streams,2014-12-01,brandon parker;latifur khan;albert bifet
2535697732,using fast weights to attend to the recent past,2016-01-01,jimmy ba;geoffrey e hinton;volodymyr mnih;joel z leibo;catalin ionescu
2536015822,a deep relevance matching model for ad hoc retrieval,2016-10-24,jiafeng guo;yixing fan;qingyao ai;w bruce croft
2536131596,factorized databases,2016-09-28,dan olteanu;maximilian schleich
2536223907,active network alignment a matching based approach,2017-11-06,eric malmi;aristides gionis;evimaria terzi
2536991335,medical question answering for clinical decision support,2016-10-24,travis goodwin;sanda m harabagiu
2537027648,cached long short term memory neural networks for document level sentiment classification,2016-01-01,jiacheng xu;danlu chen;xipeng qiu;xuangjing huang
2537475616,vandalism detection in wikidata,2016-10-24,stefan heindorf;martin potthast;benno stein;gregor engels
2537776792,generalizing translation models in the probabilistic relevance framework,2016-10-24,navid rekabsaz;mihai lupu;allan hanbury;guido zuccon
2538418548,content based image retrieval using uniform local binary patterns,2016-01-01,sumaira muhammad hayat khan;ayyaz hussain
